Chr	Contig	Contig length	Window	Start	End	Window length	Number of filtered sites	Number of SNPs
2L	NW_023496800.1	25589241	48	6707858	6708894	1037	1000	594
2L	NW_023496800.1	25589241	49	6708895	6710846	1952	1000	579
2L	NW_023496800.1	25589241	50	6710847	6712141	1295	1000	630
2L	NW_023496800.1	25589241	51	6712142	6713534	1393	1000	690
2L	NW_023496800.1	25589241	52	6713535	6714834	1300	1000	712
2L	NW_023496800.1	25589241	53	6714835	6716067	1233	1000	729
2L	NW_023496800.1	25589241	54	6716068	6717758	1691	1000	720
2L	NW_023496800.1	25589241	55	6717759	6721684	3926	1000	652
2L	NW_023496800.1	25589241	56	6721685	6722737	1053	1000	609
2L	NW_023496800.1	25589241	57	6722738	6724196	1459	1000	656
2L	NW_023496800.1	25589241	58	6724197	6725252	1056	1000	707
2L	NW_023496800.1	25589241	59	6725253	6726551	1299	1000	715
2L	NW_023496800.1	25589241	60	6726552	6728397	1846	1000	675
2L	NW_023496800.1	25589241	61	6728398	6730058	1661	1000	717
2L	NW_023496800.1	25589241	62	6730059	6731411	1353	1000	553
2L	NW_023496800.1	25589241	63	6731412	6732545	1134	1000	658
2L	NW_023496800.1	25589241	64	6732546	6733767	1222	1000	581
2L	NW_023496800.1	25589241	65	6733768	6734957	1190	1000	626
2L	NW_023496800.1	25589241	66	6734958	6736001	1044	1000	708
2L	NW_023496800.1	25589241	67	6736002	6737721	1720	1000	735
2L	NW_023496800.1	25589241	68	6737722	6739107	1386	1000	748
2L	NW_023496800.1	25589241	69	6739108	6740440	1333	1000	774
2L	NW_023496800.1	25589241	70	6740441	6741922	1482	1000	722
2L	NW_023496800.1	25589241	71	6741923	6743704	1782	1000	632
2L	NW_023496800.1	25589241	72	6743705	6745312	1608	1000	790
2L	NW_023496800.1	25589241	73	6745313	6746468	1156	1000	734
2L	NW_023496800.1	25589241	74	6746469	6747557	1089	1000	632
2L	NW_023496800.1	25589241	75	6747558	6748581	1024	1000	659
2L	NW_023496800.1	25589241	76	6748582	6751604	3023	1000	667
2L	NW_023496800.1	25589241	77	6751605	6752702	1098	1000	700
2L	NW_023496800.1	25589241	78	6752703	6753724	1022	1000	671
2L	NW_023496800.1	25589241	79	6753725	6755766	2042	1000	681
2L	NW_023496800.1	25589241	80	6755767	6756907	1141	1000	735
2L	NW_023496800.1	25589241	81	6756908	6758663	1756	1000	712
2L	NW_023496800.1	25589241	82	6758664	6760201	1538	1000	680
2L	NW_023496800.1	25589241	83	6760202	6761235	1034	1000	589
2L	NW_023496800.1	25589241	84	6761236	6762679	1444	1000	626
2L	NW_023496800.1	25589241	85	6762680	6764068	1389	1000	737
2L	NW_023496800.1	25589241	86	6764069	6765871	1803	1000	585
2L	NW_023496800.1	25589241	87	6765872	6767493	1622	1000	708
2L	NW_023496800.1	25589241	88	6767494	6769035	1542	1000	808
2L	NW_023496800.1	25589241	89	6769036	6770125	1090	1000	649
2L	NW_023496800.1	25589241	90	6770126	6771138	1013	1000	619
2L	NW_023496800.1	25589241	91	6771139	6772882	1744	1000	685
2L	NW_023496800.1	25589241	92	6772883	6774452	1570	1000	728
2L	NW_023496800.1	25589241	93	6774453	6775635	1183	1000	704
2L	NW_023496800.1	25589241	94	6775636	6777095	1460	1000	739
2L	NW_023496800.1	25589241	95	6777096	6778238	1143	1000	708
2L	NW_023496800.1	25589241	96	6778239	6779390	1152	1000	683
2L	NW_023496800.1	25589241	97	6779391	6780391	1001	1000	625
2L	NW_023496800.1	25589241	98	6780392	6781630	1239	1000	698
2L	NW_023496800.1	25589241	99	6781631	6783224	1594	1000	710
2L	NW_023496800.1	25589241	100	6783225	6784502	1278	1000	605
2L	NW_023496800.1	25589241	101	6784503	6785507	1005	1000	540
2L	NW_023496800.1	25589241	102	6785508	6786823	1316	1000	713
2L	NW_023496800.1	25589241	103	6786824	6788038	1215	1000	761
2L	NW_023496800.1	25589241	104	6788039	6789159	1121	1000	749
2L	NW_023496800.1	25589241	105	6789160	6790485	1326	1000	753
2L	NW_023496800.1	25589241	106	6790486	6791877	1392	1000	704
2L	NW_023496800.1	25589241	107	6791878	6793003	1126	1000	598
2L	NW_023496800.1	25589241	108	6793004	6794279	1276	1000	724
2L	NW_023496800.1	25589241	109	6794280	6795486	1207	1000	746
2L	NW_023496800.1	25589241	110	6795487	6796678	1192	1000	708
2L	NW_023496800.1	25589241	111	6796679	6797854	1176	1000	689
2L	NW_023496800.1	25589241	112	6797855	6798998	1144	1000	668
2L	NW_023496800.1	25589241	113	6798999	6801528	2530	1000	699
2L	NW_023496800.1	25589241	114	6801529	6802749	1221	1000	700
2L	NW_023496800.1	25589241	115	6802750	6803853	1104	1000	676
2L	NW_023496800.1	25589241	116	6803854	6804955	1102	1000	664
2L	NW_023496800.1	25589241	117	6804956	6807309	2354	1000	641
2L	NW_023496800.1	25589241	118	6807310	6808392	1083	1000	664
2L	NW_023496800.1	25589241	119	6808393	6809499	1107	1000	669
2L	NW_023496800.1	25589241	120	6809500	6810717	1218	1000	693
2L	NW_023496800.1	25589241	121	6810718	6811922	1205	1000	698
2L	NW_023496800.1	25589241	122	6811923	6813267	1345	1000	678
2L	NW_023496800.1	25589241	123	6813268	6814338	1071	1000	669
2R	NW_023496807.1	14656957	0	8541169	8542962	1794	1000	767
2R	NW_023496807.1	14656957	1	8542963	8544195	1233	1000	746
2R	NW_023496807.1	14656957	2	8544196	8545307	1112	1000	637
2R	NW_023496807.1	14656957	3	8545308	8546987	1680	1000	650
2R	NW_023496807.1	14656957	4	8546988	8548969	1982	1000	659
2R	NW_023496807.1	14656957	5	8548970	8550180	1211	1000	622
2R	NW_023496807.1	14656957	6	8550181	8551333	1153	1000	690
2R	NW_023496807.1	14656957	7	8551334	8552504	1171	1000	676
2R	NW_023496807.1	14656957	8	8552505	8553698	1194	1000	718
2R	NW_023496807.1	14656957	9	8553699	8554709	1011	1000	673
2R	NW_023496807.1	14656957	10	8554710	8556012	1303	1000	653
2R	NW_023496807.1	14656957	11	8556013	8557012	1000	1000	672
2R	NW_023496807.1	14656957	12	8557013	8558564	1552	1000	724
2R	NW_023496807.1	14656957	13	8558565	8560298	1734	1000	531
2R	NW_023496807.1	14656957	14	8560299	8562339	2041	1000	619
2R	NW_023496807.1	14656957	15	8562340	8563432	1093	1000	636
2R	NW_023496807.1	14656957	16	8563433	8564707	1275	1000	669
2R	NW_023496807.1	14656957	17	8564708	8566697	1990	1000	661
2R	NW_023496807.1	14656957	18	8566698	8568628	1931	1000	749
2R	NW_023496807.1	14656957	19	8568629	8570100	1472	1000	655
2R	NW_023496807.1	14656957	20	8570101	8571240	1140	1000	674
2R	NW_023496807.1	14656957	21	8571241	8573001	1761	1000	719
2R	NW_023496807.1	14656957	22	8573002	8574639	1638	1000	654
2R	NW_023496807.1	14656957	23	8574640	8575745	1106	1000	619
2R	NW_023496807.1	14656957	24	8575746	8577058	1313	1000	707
2R	NW_023496807.1	14656957	25	8577059	8578361	1303	1000	561
2R	NW_023496807.1	14656957	26	8578362	8579591	1230	1000	604
2R	NW_023496807.1	14656957	27	8579592	8580880	1289	1000	666
2R	NW_023496807.1	14656957	28	8580881	8582095	1215	1000	605
2R	NW_023496807.1	14656957	29	8582096	8583616	1521	1000	703
2R	NW_023496807.1	14656957	30	8583617	8585150	1534	1000	638
2R	NW_023496807.1	14656957	31	8585151	8586298	1148	1000	649
2R	NW_023496807.1	14656957	32	8586299	8587392	1094	1000	647
2R	NW_023496807.1	14656957	33	8587393	8588800	1408	1000	618
2R	NW_023496807.1	14656957	34	8588801	8589938	1138	1000	627
2R	NW_023496807.1	14656957	35	8589939	8591134	1196	1000	580
2R	NW_023496807.1	14656957	36	8591135	8592386	1252	1000	609
2R	NW_023496807.1	14656957	37	8592387	8593532	1146	1000	643
2R	NW_023496807.1	14656957	38	8593533	8594640	1108	1000	646
2R	NW_023496807.1	14656957	39	8594641	8595872	1232	1000	576
2R	NW_023496807.1	14656957	40	8595873	8597011	1139	1000	677
2R	NW_023496807.1	14656957	41	8597012	8598358	1347	1000	565
2R	NW_023496807.1	14656957	42	8598359	8599808	1450	1000	566
2R	NW_023496807.1	14656957	43	8599809	8601067	1259	1000	710
2R	NW_023496807.1	14656957	44	8601068	8602126	1059	1000	597
2R	NW_023496807.1	14656957	45	8602127	8603265	1139	1000	654
2R	NW_023496807.1	14656957	46	8603266	8604454	1189	1000	617
2R	NW_023496807.1	14656957	47	8604455	8605546	1092	1000	749
2R	NW_023496807.1	14656957	48	8605547	8606648	1102	1000	657
2R	NW_023496807.1	14656957	49	8606649	8607734	1086	1000	615
2R	NW_023496807.1	14656957	50	8607735	8609190	1456	1000	568
2R	NW_023496807.1	14656957	51	8609191	8610305	1115	1000	638
2R	NW_023496807.1	14656957	52	8610306	8611578	1273	1000	619
2R	NW_023496807.1	14656957	53	8611579	8613071	1493	1000	704
2R	NW_023496807.1	14656957	54	8613072	8614528	1457	1000	681
2R	NW_023496807.1	14656957	55	8614529	8615671	1143	1000	634
2R	NW_023496807.1	14656957	56	8615672	8617002	1331	1000	691
2R	NW_023496807.1	14656957	57	8617003	8618066	1064	1000	649
2R	NW_023496807.1	14656957	58	8618067	8619114	1048	1000	659
2R	NW_023496807.1	14656957	59	8619115	8620544	1430	1000	594
2R	NW_023496807.1	14656957	60	8620545	8621857	1313	1000	629
2R	NW_023496807.1	14656957	61	8621858	8623059	1202	1000	672
2R	NW_023496807.1	14656957	62	8623060	8624379	1320	1000	625
2R	NW_023496807.1	14656957	63	8624380	8625529	1150	1000	638
2R	NW_023496807.1	14656957	64	8625530	8626819	1290	1000	628
2R	NW_023496807.1	14656957	65	8626820	8628168	1349	1000	633
2R	NW_023496807.1	14656957	66	8628169	8629291	1123	1000	613
2R	NW_023496807.1	14656957	67	8629292	8630747	1456	1000	606
2R	NW_023496807.1	14656957	68	8630748	8631900	1153	1000	641
2R	NW_023496807.1	14656957	69	8631901	8633139	1239	1000	700
2R	NW_023496807.1	14656957	70	8633140	8634404	1265	1000	675
2R	NW_023496807.1	14656957	71	8634405	8635578	1174	1000	710
2R	NW_023496807.1	14656957	72	8635579	8636779	1201	1000	651
2R	NW_023496807.1	14656957	73	8636780	8637927	1148	1000	617
2R	NW_023496807.1	14656957	74	8637928	8639067	1140	1000	600
2R	NW_023496807.1	14656957	75	8639068	8640308	1241	1000	660
2R	NW_023496807.1	14656957	76	8640309	8641453	1145	1000	638
2R	NW_023496807.1	14656957	77	8641454	8642945	1492	1000	637
2R	NW_023496807.1	14656957	78	8642946	8644095	1150	1000	635
2R	NW_023496807.1	14656957	79	8644096	8645241	1146	1000	687
2R	NW_023496807.1	14656957	80	8645242	8646309	1068	1000	671
2R	NW_023496807.1	14656957	81	8646310	8647525	1216	1000	642
2R	NW_023496807.1	14656957	82	8647526	8648883	1358	1000	632
2R	NW_023496807.1	14656957	83	8648884	8650024	1141	1000	620
2R	NW_023496807.1	14656957	84	8650025	8651217	1193	1000	651
2R	NW_023496807.1	14656957	85	8651218	8652332	1115	1000	633
2R	NW_023496807.1	14656957	86	8652333	8653731	1399	1000	687
2R	NW_023496807.1	14656957	87	8653732	8654941	1210	1000	642
2R	NW_023496807.1	14656957	88	8654942	8656077	1136	1000	651
2R	NW_023496807.1	14656957	89	8656078	8657257	1180	1000	534
2R	NW_023496807.1	14656957	90	8657258	8658324	1067	1000	616
2R	NW_023496807.1	14656957	91	8658325	8659469	1145	1000	669
2R	NW_023496807.1	14656957	92	8659470	8660593	1124	1000	584
2R	NW_023496807.1	14656957	93	8660594	8661697	1104	1000	709
2R	NW_023496807.1	14656957	94	8661698	8662886	1189	1000	694
2R	NW_023496807.1	14656957	95	8662887	8664042	1156	1000	665
2R	NW_023496807.1	14656957	96	8664043	8665152	1110	1000	593
2R	NW_023496807.1	14656957	97	8665153	8666629	1477	1000	683
2R	NW_023496807.1	14656957	98	8666630	8668512	1883	1000	591
2R	NW_023496807.1	14656957	99	8668513	8669892	1380	1000	644
2R	NW_023496807.1	14656957	100	8669893	8671077	1185	1000	609
2R	NW_023496807.1	14656957	101	8671078	8672591	1514	1000	581
2R	NW_023496807.1	14656957	102	8672592	8673717	1126	1000	692
2R	NW_023496807.1	14656957	103	8673718	8674838	1121	1000	703
2R	NW_023496807.1	14656957	104	8674839	8676000	1162	1000	687
2R	NW_023496807.1	14656957	105	8676001	8677069	1069	1000	609
2R	NW_023496807.1	14656957	106	8677070	8679174	2105	1000	592
2R	NW_023496807.1	14656957	107	8679175	8680482	1308	1000	682
2R	NW_023496807.1	14656957	108	8680483	8681832	1350	1000	588
2R	NW_023496807.1	14656957	109	8681833	8683110	1278	1000	616
2R	NW_023496807.1	14656957	110	8683111	8684366	1256	1000	679
2R	NW_023496807.1	14656957	111	8684367	8687580	3214	1000	598
2R	NW_023496807.1	14656957	112	8687581	8689063	1483	1000	623
2R	NW_023496807.1	14656957	113	8689064	8690294	1231	1000	587
2R	NW_023496807.1	14656957	114	8690295	8691504	1210	1000	613
2R	NW_023496807.1	14656957	115	8691505	8693017	1513	1000	711
2R	NW_023496807.1	14656957	116	8693018	8694374	1357	1000	681
2R	NW_023496807.1	14656957	117	8694375	8695573	1199	1000	704
2R	NW_023496807.1	14656957	118	8695574	8697503	1930	1000	583
2R	NW_023496807.1	14656957	119	8697504	8698929	1426	1000	728
2R	NW_023496807.1	14656957	120	8698930	8701437	2508	1000	556
2R	NW_023496807.1	14656957	121	8701438	8702533	1096	1000	710
2R	NW_023496807.1	14656957	122	8702534	8703650	1117	1000	596
2R	NW_023496807.1	14656957	123	8703651	8704864	1214	1000	685
2R	NW_023496807.1	14656957	124	8704865	8706154	1290	1000	712
2R	NW_023496807.1	14656957	125	8706155	8707309	1155	1000	677
2R	NW_023496807.1	14656957	126	8707310	8709032	1723	1000	551
2R	NW_023496807.1	14656957	127	8709033	8710165	1133	1000	686
2R	NW_023496807.1	14656957	128	8710166	8711260	1095	1000	550
2R	NW_023496807.1	14656957	129	8711261	8712590	1330	1000	656
2R	NW_023496807.1	14656957	130	8712591	8713708	1118	1000	639
2R	NW_023496807.1	14656957	131	8713709	8714950	1242	1000	708
2R	NW_023496807.1	14656957	132	8714951	8716150	1200	1000	714
2R	NW_023496807.1	14656957	133	8716151	8717694	1544	1000	690
2R	NW_023496807.1	14656957	134	8717695	8718894	1200	1000	649
2R	NW_023496807.1	14656957	135	8718895	8720081	1187	1000	685
2R	NW_023496807.1	14656957	136	8720082	8721286	1205	1000	679
2R	NW_023496807.1	14656957	137	8721287	8722544	1258	1000	672
2R	NW_023496807.1	14656957	138	8722545	8723676	1132	1000	574
2R	NW_023496807.1	14656957	139	8723677	8724865	1189	1000	702
2R	NW_023496807.1	14656957	140	8724866	8725891	1026	1000	716
2R	NW_023496807.1	14656957	141	8725892	8727144	1253	1000	720
2R	NW_023496807.1	14656957	142	8727145	8728210	1066	1000	628
2R	NW_023496807.1	14656957	143	8728211	8729472	1262	1000	711
2R	NW_023496807.1	14656957	144	8729473	8730727	1255	1000	739
2R	NW_023496807.1	14656957	145	8730728	8731970	1243	1000	652
2R	NW_023496807.1	14656957	146	8731971	8733348	1378	1000	686
2R	NW_023496807.1	14656957	147	8733349	8734631	1283	1000	746
2R	NW_023496807.1	14656957	148	8734632	8736468	1837	1000	723
2R	NW_023496807.1	14656957	149	8736469	8737635	1167	1000	603
2R	NW_023496807.1	14656957	150	8737636	8738675	1040	1000	683
2R	NW_023496807.1	14656957	151	8738676	8739836	1161	1000	681
2R	NW_023496807.1	14656957	152	8739837	8740956	1120	1000	667
2R	NW_023496807.1	14656957	153	8740957	8742579	1623	1000	648
2R	NW_023496807.1	14656957	154	8742580	8744036	1457	1000	621
2R	NW_023496807.1	14656957	155	8744037	8745345	1309	1000	672
2R	NW_023496807.1	14656957	156	8745346	8746504	1159	1000	638
2R	NW_023496807.1	14656957	157	8746505	8747629	1125	1000	648
2R	NW_023496807.1	14656957	158	8747630	8748907	1278	1000	713
2R	NW_023496807.1	14656957	159	8748908	8750171	1264	1000	638
2R	NW_023496807.1	14656957	160	8750172	8751272	1101	1000	626
2R	NW_023496807.1	14656957	161	8751273	8752432	1160	1000	724
2R	NW_023496807.1	14656957	162	8752433	8753807	1375	1000	617
2R	NW_023496807.1	14656957	163	8753808	8755203	1396	1000	709
2R	NW_023496807.1	14656957	164	8755204	8756327	1124	1000	743
2R	NW_023496807.1	14656957	165	8756328	8758210	1883	1000	701
2R	NW_023496807.1	14656957	166	8758211	8759542	1332	1000	645
2R	NW_023496807.1	14656957	167	8759543	8760679	1137	1000	767
2R	NW_023496807.1	14656957	168	8760680	8761862	1183	1000	679
2R	NW_023496807.1	14656957	169	8761863	8763302	1440	1000	628
2R	NW_023496807.1	14656957	170	8763303	8764423	1121	1000	710
2R	NW_023496807.1	14656957	171	8764424	8765550	1127	1000	578
2R	NW_023496807.1	14656957	172	8765551	8766930	1380	1000	681
2R	NW_023496807.1	14656957	173	8766931	8768275	1345	1000	792
2R	NW_023496807.1	14656957	174	8768276	8769637	1362	1000	702
2R	NW_023496807.1	14656957	175	8769638	8770929	1292	1000	762
2R	NW_023496807.1	14656957	176	8770930	8772665	1736	1000	683
2R	NW_023496807.1	14656957	177	8772666	8778793	6128	1000	640
2R	NW_023496807.1	14656957	178	8778794	8779913	1120	1000	659
2R	NW_023496807.1	14656957	179	8779914	8780945	1032	1000	652
2R	NW_023496807.1	14656957	180	8780946	8781945	1000	1000	619
2R	NW_023496807.1	14656957	181	8781946	8782954	1009	1000	632
2R	NW_023496807.1	14656957	182	8782955	8785416	2462	1000	817
2R	NW_023496807.1	14656957	183	8785417	8786772	1356	1000	712
2R	NW_023496807.1	14656957	184	8786773	8787794	1022	1000	611
2R	NW_023496807.1	14656957	185	8787795	8788974	1180	1000	625
2R	NW_023496807.1	14656957	186	8788975	8790378	1404	1000	725
2R	NW_023496807.1	14656957	187	8790379	8792144	1766	1000	777
2R	NW_023496807.1	14656957	188	8792145	8793281	1137	1000	601
2R	NW_023496807.1	14656957	189	8793282	8794470	1189	1000	675
2R	NW_023496807.1	14656957	190	8794471	8795470	1000	1000	609
2R	NW_023496807.1	14656957	191	8795471	8796795	1325	1000	710
2R	NW_023496807.1	14656957	192	8796796	8798294	1499	1000	703
2R	NW_023496807.1	14656957	193	8798295	8799536	1242	1000	728
2R	NW_023496807.1	14656957	194	8799537	8801257	1721	1000	607
2R	NW_023496807.1	14656957	195	8801258	8802378	1121	1000	696
2R	NW_023496807.1	14656957	196	8802379	8804118	1740	1000	724
2R	NW_023496807.1	14656957	197	8804119	8805244	1126	1000	695
2R	NW_023496807.1	14656957	198	8805245	8806283	1039	1000	664
2R	NW_023496807.1	14656957	199	8806284	8807298	1015	1000	585
2R	NW_023496807.1	14656957	200	8807299	8808331	1033	1000	674
2R	NW_023496807.1	14656957	201	8808332	8810140	1809	1000	774
2R	NW_023496807.1	14656957	202	8810141	8811409	1269	1000	665
2R	NW_023496807.1	14656957	203	8811410	8812515	1106	1000	670
2R	NW_023496807.1	14656957	204	8812516	8814231	1716	1000	707
2R	NW_023496807.1	14656957	205	8814232	8815314	1083	1000	655
2R	NW_023496807.1	14656957	206	8815315	8816543	1229	1000	690
2R	NW_023496807.1	14656957	207	8816544	8817775	1232	1000	721
2R	NW_023496807.1	14656957	208	8817776	8818871	1096	1000	679
2R	NW_023496807.1	14656957	209	8818872	8820159	1288	1000	676
2R	NW_023496807.1	14656957	210	8820160	8821546	1387	1000	707
2R	NW_023496807.1	14656957	211	8821547	8822801	1255	1000	710
2R	NW_023496807.1	14656957	212	8822802	8823851	1050	1000	703
2R	NW_023496807.1	14656957	213	8823852	8824870	1019	1000	711
2R	NW_023496807.1	14656957	214	8824871	8825899	1029	1000	646
2R	NW_023496807.1	14656957	215	8825900	8826934	1035	1000	622
2R	NW_023496807.1	14656957	216	8826935	8828117	1183	1000	705
2R	NW_023496807.1	14656957	217	8828118	8829284	1167	1000	681
2R	NW_023496807.1	14656957	218	8829285	8830311	1027	1000	621
2R	NW_023496807.1	14656957	219	8830312	8832000	1689	1000	604
2R	NW_023496807.1	14656957	220	8832001	8833142	1142	1000	653
2R	NW_023496807.1	14656957	221	8833143	8834218	1076	1000	710
2R	NW_023496807.1	14656957	222	8834219	8835530	1312	1000	752
2R	NW_023496807.1	14656957	223	8835531	8836635	1105	1000	670
2R	NW_023496807.1	14656957	224	8836636	8837773	1138	1000	706
2R	NW_023496807.1	14656957	225	8837774	8839038	1265	1000	625
2R	NW_023496807.1	14656957	226	8839039	8840196	1158	1000	635
2R	NW_023496807.1	14656957	227	8840197	8841497	1301	1000	594
2R	NW_023496807.1	14656957	228	8841498	8842696	1199	1000	740
2R	NW_023496807.1	14656957	229	8842697	8843789	1093	1000	625
2R	NW_023496807.1	14656957	230	8843790	8846270	2481	1000	677
2R	NW_023496807.1	14656957	231	8846271	8847347	1077	1000	589
2R	NW_023496807.1	14656957	232	8847348	8848403	1056	1000	553
2R	NW_023496807.1	14656957	233	8848404	8849643	1240	1000	667
2R	NW_023496807.1	14656957	234	8849644	8850729	1086	1000	706
2R	NW_023496807.1	14656957	235	8850730	8852378	1649	1000	743
2R	NW_023496807.1	14656957	236	8852379	8853577	1199	1000	710
2R	NW_023496807.1	14656957	237	8853578	8854859	1282	1000	689
2R	NW_023496807.1	14656957	238	8854860	8856143	1284	1000	645
2R	NW_023496807.1	14656957	239	8856144	8857229	1086	1000	649
2R	NW_023496807.1	14656957	240	8857230	8858533	1304	1000	633
2R	NW_023496807.1	14656957	241	8858534	8859642	1109	1000	714
2R	NW_023496807.1	14656957	242	8859643	8861139	1497	1000	690
2R	NW_023496807.1	14656957	243	8861140	8862678	1539	1000	696
2R	NW_023496807.1	14656957	244	8862679	8863700	1022	1000	621
2R	NW_023496807.1	14656957	245	8863701	8864701	1001	1000	559
2R	NW_023496807.1	14656957	246	8864702	8865910	1209	1000	619
2R	NW_023496807.1	14656957	247	8865911	8866936	1026	1000	543
2R	NW_023496807.1	14656957	248	8866937	8868664	1728	1000	643
